normalized_location,country,status
"sheringham, united kingdom",United Kingdom,direct_match
"shibuya, japan",Japan,direct_match
"shillingford, united kingdom",United Kingdom,direct_match
"shimoga district, india",India,direct_match
"shiraz, iran","Iran, Islamic Republic of",direct_match
"shoalhaven, australia",Australia,direct_match
"shoeburyness, united kingdom",United Kingdom,direct_match
"shoreham-by-sea, united kingdom",United Kingdom,direct_match
"shorne, united kingdom",United Kingdom,direct_match
"shrewsbury, united kingdom",United Kingdom,direct_match
"shropshire, united kingdom",United Kingdom,direct_match
"shute harbour, australia",Australia,direct_match
"sicily, italy",Italy,direct_match
"siem reap, cambodia",Cambodia,direct_match
"sihanoukville, cambodia",Cambodia,direct_match
"sikkim, india",India,direct_match
"silkeborg, denmark",Denmark,direct_match
"silsden, united kingdom",United Kingdom,direct_match
"simi valley, california",Unknown,unknown_fallback_cache
singa,Unknown,unknown_fallback_cache
singapore,Singapore,direct_match
"singapore river, singapore",Singapore,direct_match
"singapore, null, singapore",Singapore,direct_match
"singapore, singapore",Singapore,direct_match
"singen, germany",Germany,direct_match
"sint-martens-latem, belgium",Belgium,direct_match
"sirsa, india",India,direct_match
sitges,Unknown,unknown_fallback_cache
"sitges, spain",Spain,direct_match
"sitrah, bahrain",Bahrain,direct_match
"sittard, the netherlands",Netherlands,direct_match
"skaering, denmark",Denmark,direct_match
"skaneateles, new york",Unknown,unknown_fallback_cache
"skanor, sweden",Sweden,direct_match
"skawina, poland",Poland,direct_match
"skerries, ireland",Ireland,direct_match
"skipton, united kingdom",United Kingdom,direct_match
sl,Sierra Leone,direct_match
"sleaford, united kingdom",United Kingdom,direct_match
"sligo, ireland",Ireland,direct_match
"slough, united kingdom",United Kingdom,direct_match
slovakia,Slovakia,direct_match
slovenia,Slovenia,direct_match
"smithfield, australia",Australia,direct_match
"smoerum, denmark",Denmark,direct_match
"snekkersten, denmark",Denmark,direct_match
"sofia, bulgaria",Bulgaria,direct_match
"soleure, switzerland",Switzerland,direct_match
"solihull, united kingdom",United Kingdom,direct_match
"soller, spain",Spain,direct_match
solna,Unknown,unknown_fallback_cache
"solna, sweden",Sweden,direct_match
"solo, indonesia",Indonesia,direct_match
solomon islands,Solomon Islands,direct_match
somerset,Unknown,unknown_fallback_cache
"somerset west, south africa",South Africa,direct_match
"somerset, united kingdom",United Kingdom,direct_match
"sopot, poland",Poland,direct_match
"soriano nel cimino, italy",Italy,direct_match
south africa,South Africa,direct_match
south america,Unknown,unknown_fallback_cache
"south australia, australia",Australia,direct_match
"south bend, indiana",Unknown,unknown_fallback_cache
south coast brit,Unknown,unknown_fallback_cache
"south devon, united kingdom",United Kingdom,direct_match
"south east england, united kingdom",United Kingdom,direct_match
south korea,"Korea, Republic of",direct_match
"south lake tahoe, california",Unknown,unknown_fallback_cache
"south molton, united kingdom",United Kingdom,direct_match
south pacific,Unknown,unknown_fallback_cache
"south perth, australia",Australia,direct_match
"south petherton, united kingdom",United Kingdom,direct_match
"south shields, united kingdom",United Kingdom,direct_match
south wales,United Kingdom,direct_match
"south warnborough, united kingdom",United Kingdom,direct_match
"south west england, united kingdom",United Kingdom,direct_match
"south woodham ferrers, united kingdom",United Kingdom,direct_match
"south yorkshire, united kingdom",United Kingdom,direct_match
southampton,Unknown,unknown_fallback_cache
southampton uk,United Kingdom,direct_match
"southampton, england",United Kingdom,direct_match
"southampton, united kingdom",United Kingdom,direct_match
southend,Unknown,unknown_fallback_cache
southend-on-sea,Unknown,unknown_fallback_cache
"southend-on-sea, united kingdom",United Kingdom,direct_match
"southern finland, finland",Finland,direct_match
southernerbuzz,Unknown,unknown_fallback_cache
"southport, australia",Australia,direct_match
"southport, north carolina",Unknown,unknown_fallback_cache
"southport, united kingdom",United Kingdom,direct_match
"southwater, united kingdom",United Kingdom,direct_match
"southwell, united kingdom",United Kingdom,direct_match
"southwold, united kingdom",United Kingdom,direct_match
spain,Spain,direct_match
"spalding, united kingdom",United Kingdom,direct_match
"split, croatia",Croatia,direct_match
"splitska, croatia",Croatia,direct_match
"spring lake, new jersey",Jersey,direct_match
"springfield, massachusetts",Unknown,unknown_fallback_cache
sri lanka,Sri Lanka,direct_match
st albans,Sao Tome and Principe,direct_match
st andrews,Sao Tome and Principe,direct_match
"st austell, united kingdom",United Kingdom,direct_match
"st helens, united kingdom",United Kingdom,direct_match
"st ives, united kingdom",United Kingdom,direct_match
"st johann im pongau, austria",Austria,direct_match
"st kilda, australia",Australia,direct_match
"st. albans, united kingdom",United Kingdom,direct_match
"st. davids, united kingdom",United Kingdom,direct_match
"st. gallen, switzerland",Switzerland,direct_match
"st. george, utah",Sao Tome and Principe,direct_match
"st. helier, united kingdom",United Kingdom,direct_match
"st. ives, australia",Australia,direct_match
"st. neots, united kingdom",United Kingdom,direct_match
"st. pete beach, florida",Sao Tome and Principe,direct_match
"st. petersburg, russia",Sao Tome and Principe,direct_match
"stafford, united kingdom",United Kingdom,direct_match
"staffordshire, united kingdom",United Kingdom,direct_match
"staines, united kingdom",United Kingdom,direct_match
"stamford, united kingdom",United Kingdom,direct_match
stanmore,Unknown,unknown_fallback_cache
"stanmore, united kingdom",United Kingdom,direct_match
"stanstead abbotts, united kingdom",United Kingdom,direct_match
"stanton, united kingdom",United Kingdom,direct_match
"staraya kupavna, russia",Unknown,unknown_fallback_cache
"staten island, new york",Unknown,unknown_fallback_cache
"staunton, virginia",Unknown,unknown_fallback_cache
"stavanger, norway",Norway,direct_match
"stavanger, rogaland, norway",Norway,direct_match
"stellenbosch, south africa",South Africa,direct_match
"stenloese, denmark",Denmark,direct_match
"sterling, virginia",Unknown,unknown_fallback_cache
"stevenage, united kingdom",United Kingdom,direct_match
steyning,Unknown,unknown_fallback_cache
"steyning, united kingdom",United Kingdom,direct_match
sth yorkshire,Unknown,unknown_fallback_cache
"stirling, united kingdom",United Kingdom,direct_match
"stockbridge, united kingdom",United Kingdom,direct_match
stockholm,Unknown,unknown_fallback_cache
"stockholm county, sweden",Sweden,direct_match
stockholm sweden,Sweden,direct_match
"stockholm, stockholms l n, sweden",Sweden,direct_match
"stockholm, sverige",Unknown,unknown_fallback_cache
"stockholm, sweden",Sweden,direct_match
stockport,Unknown,unknown_fallback_cache
"stockport, united kingdom",United Kingdom,direct_match
"stockton, new jersey",Jersey,direct_match
"stockton-on-tees, united kingdom",United Kingdom,direct_match
"stoke gifford, united kingdom",United Kingdom,direct_match
"stoke sub hamdon, united kingdom",United Kingdom,direct_match
"stoke-on-trent, england, united kingdom",United Kingdom,direct_match
"stoke-on-trent, united kingdom",United Kingdom,direct_match
"stone town, tanzania","Tanzania, United Republic of",direct_match
"stone, staffs",Unknown,unknown_fallback_cache
"stourbridge, united kingdom",United Kingdom,direct_match
"strasbourg, france",France,direct_match
"stratford-upon-avon, united kingdom",United Kingdom,direct_match
"stratham, new hampshire",Unknown,unknown_fallback_cache
"strausberg, germany",Germany,direct_match
"streaky bay, australia",Australia,direct_match
"stuttgart, germany",Germany,direct_match
"subang jaya, malaysia",Malaysia,direct_match
"sudbury, united kingdom",United Kingdom,direct_match
"suffolk, united kingdom",United Kingdom,direct_match
"sukhothai, thailand",Thailand,direct_match
"sulaymaniyah, iraq",Iraq,direct_match
"summer hill, australia",Australia,direct_match
"summerstrand, south africa",South Africa,direct_match
"sunapee, new hampshire",Unknown,unknown_fallback_cache
"sunbury, united kingdom",United Kingdom,direct_match
"sunderland, united kingdom",United Kingdom,direct_match
"sunrise beach, australia",Australia,direct_match
sunshine coast,Unknown,unknown_fallback_cache
"sunshine coast, australia",Australia,direct_match
"surabaya, indonesia",Indonesia,direct_match
surat,Unknown,unknown_fallback_cache
"surat, india",India,direct_match
"surbiton, united kingdom",United Kingdom,direct_match
"surfers paradise, australia",Australia,direct_match
surrey,Unknown,unknown_fallback_cache
"surrey, canada",Canada,direct_match
"surrey, england",United Kingdom,direct_match
"surrey, united kingdom",United Kingdom,direct_match
"surry hills, australia",Australia,direct_match
"sussex, new jersey",Jersey,direct_match
"sutton, united kingdom",United Kingdom,direct_match
"suva, fiji",Fiji,direct_match
"svendborg, denmark",Denmark,direct_match
swan lake mb canada,Canada,direct_match
"swanage, united kingdom",United Kingdom,direct_match
swansea,Unknown,unknown_fallback_cache
"swansea county, united kingdom",United Kingdom,direct_match
"swansea, united kingdom",United Kingdom,direct_match
sweden,Sweden,direct_match
"swindon, united kingdom",United Kingdom,direct_match
swis,Unknown,unknown_fallback_cache
switzerland,Switzerland,direct_match
sydney,Unknown,unknown_fallback_cache
"sydney, australia",Australia,direct_match
"sydney, new south wales, australia",Australia,direct_match
"sydney, nsw",Unknown,unknown_fallback_cache
"sylvania, australia",Australia,direct_match
"szazhalombatta, hungary",Hungary,direct_match
"szczecin, poland",Poland,direct_match
"szentendre, hungary",Hungary,direct_match
"taby, sweden",Sweden,direct_match
"tacoma, washington",Unknown,unknown_fallback_cache
"tadworth, united kingdom",United Kingdom,direct_match
"taichung, taiwan","Taiwan, Province of China",direct_match
"tain, united kingdom",United Kingdom,direct_match
taipei,Unknown,unknown_fallback_cache
"taipei, taiwan","Taiwan, Province of China",direct_match
"taito, japan",Japan,direct_match
taiwan,"Taiwan, Province of China",direct_match
"tallinn, estonia",Estonia,direct_match
"tamborine mountain, australia",Australia,direct_match
"tampa, florida",Unknown,unknown_fallback_cache
"tampere, finland",Finland,direct_match
"tamworth, australia",Australia,direct_match
tang xia china,China,direct_match
"tanjung benoa, indonesia",Indonesia,direct_match
"tanjung pinang, indonesia",Indonesia,direct_match
"tannum sands, australia",Australia,direct_match
"taoyuan district, taoyuan",Unknown,unknown_fallback_cache
"taren point, australia",Australia,direct_match
"tarpon springs, florida",Unknown,unknown_fallback_cache
"tarporley, united kingdom",United Kingdom,direct_match
"tarragona, spain",Spain,direct_match
tasmania,Unknown,unknown_fallback_cache
"tatla lake, canada",Canada,direct_match
taunton,Unknown,unknown_fallback_cache
"taunton, united kingdom",United Kingdom,direct_match
"taupo, new zealand",New Zealand,direct_match
"tauranga, new zealand",New Zealand,direct_match
"tbilisi, georgia",Georgia,direct_match
"te henga bethells beach, new zealand",New Zealand,direct_match
"teddington, united kingdom",United Kingdom,direct_match
"tehran, iran","Iran, Islamic Republic of",direct_match
tel aviv,Unknown,unknown_fallback_cache
"tel aviv, israel",Israel,direct_match
"telford, united kingdom",United Kingdom,direct_match
"temple ewell, united kingdom",United Kingdom,direct_match
"terranora, australia",Australia,direct_match
"terrassa, spain",Spain,direct_match
"tersefanou, cyprus",Cyprus,direct_match
texas,Unknown,unknown_fallback_cache
"texas gulf coast, texas",Unknown,unknown_fallback_cache
thailand,Thailand,direct_match
thane - west,Unknown,unknown_fallback_cache
"thane, india",India,direct_match
"thanh lam, vietnam",Viet Nam,direct_match
"the hague, the netherlands",Netherlands,direct_match
the netherlands,Netherlands,direct_match
"the royal town of sutton coldfield, united kingdom",United Kingdom,direct_match
thens,Unknown,unknown_fallback_cache
"thiais, france",France,direct_match
"thimphu district, bhutan",Bhutan,direct_match
"thimphu, bhutan",Bhutan,direct_match
"thiruvananthapuram trivandrum, india",India,direct_match
"thiruvidandai, india",India,direct_match
"thorne, united kingdom",United Kingdom,direct_match
"thornham, united kingdom",United Kingdom,direct_match
"thornlie, australia",Australia,direct_match
"thornton cleveleys, united kingdom",United Kingdom,direct_match
"thorpdale, australia",Australia,direct_match
"thrapston, united kingdom",United Kingdom,direct_match
"thrissur district, india",India,direct_match
"thrissur, india",India,direct_match
"thundersley, united kingdom",United Kingdom,direct_match
"tibubeneng, indonesia",Indonesia,direct_match
"tiburon, california",Unknown,unknown_fallback_cache
"tidworth, united kingdom",United Kingdom,direct_match
"tilburg, the netherlands",Netherlands,direct_match
timaru,Unknown,unknown_fallback_cache
"timaru, new zealand",New Zealand,direct_match
"timisoara, romania",Romania,direct_match
"tiong bahru, singapore",Singapore,direct_match
"tipperary, ireland",Ireland,direct_match
"tirupati, india",India,direct_match
"tiruvannamalai, india",India,direct_match
"tjaereborg, denmark",Denmark,direct_match
tokyo,Unknown,unknown_fallback_cache
"tokyo prefecture, japan",Japan,direct_match
"tokyo, japan",Japan,direct_match
"tonsberg, norway",Norway,direct_match
"toowoomba, australia",Australia,direct_match
"torekov, sweden",Sweden,direct_match
toronto,Unknown,unknown_fallback_cache
"toronto, australia",Australia,direct_match
"toronto, canada",Canada,direct_match
"toronto, ontario, canada",Canada,direct_match
"torquay, united kingdom",United Kingdom,direct_match
"torrensville, australia",Australia,direct_match
"torun, poland",Poland,direct_match
"totton, united kingdom",United Kingdom,direct_match
"toulouse, france",France,direct_match
"towcester, united kingdom",United Kingdom,direct_match
"townsville, australia",Australia,direct_match
"towson, maryland",Unknown,unknown_fallback_cache
"trakai, lithuania",Lithuania,direct_match
traralgon,Unknown,unknown_fallback_cache
"tremelo, belgium",Belgium,direct_match
"trim, ireland",Ireland,direct_match
"tring, united kingdom",United Kingdom,direct_match
trinidad and tobago,Trinidad and Tobago,direct_match
"trinidad, colorado",Unknown,unknown_fallback_cache
"trois-rivieres, canada",Canada,direct_match
"troisdorf, germany",Germany,direct_match
"trondheim, norway",Norway,direct_match
"troon, united kingdom",United Kingdom,direct_match
"trosa, sweden",Sweden,direct_match
trou aux biches,Unknown,unknown_fallback_cache
"trowbridge, united kingdom",United Kingdom,direct_match
"truro, united kingdom",United Kingdom,direct_match
"trusham, united kingdom",United Kingdom,direct_match
"tualatin, oregon",Unknown,unknown_fallback_cache
"tucson, arizona",Unknown,unknown_fallback_cache
"tulum, mexico",Mexico,direct_match
"tumkur, india",India,direct_match
"tumut, australia",Australia,direct_match
"tunis, tunisia",Tunisia,direct_match
"tur langton, united kingdom",United Kingdom,direct_match
"turin, italy",Italy,direct_match
turkiye,Unknown,unknown_fallback_cache
"turku, finland",Finland,direct_match
"turnhout, belgium",Belgium,direct_match
"tweed heads, australia",Australia,direct_match
"twello, the netherlands",Netherlands,direct_match
"twickenham, united kingdom",United Kingdom,direct_match
"twyford, united kingdom",United Kingdom,direct_match
"tyne and wear, united kingdom",United Kingdom,direct_match
tyne wear,Unknown,unknown_fallback_cache
"tynemouth, england, united kingdom",United Kingdom,direct_match
"tyreso, sweden",Sweden,direct_match
u s a,Unknown,unknown_fallback_cache
uae,United Arab Emirates,direct_match
"ubon ratchathani, thailand",Thailand,direct_match
"uccle, belgium",Belgium,direct_match
"uckfield, united kingdom",United Kingdom,direct_match
"udaipur, india",India,direct_match
"uddevalla, sweden",Sweden,direct_match
"udine, italy",Italy,direct_match
udupi,Unknown,unknown_fallback_cache
"udupi district, india",India,direct_match
"udupi, india",India,direct_match
"uga, spain",Spain,direct_match
uganda,Uganda,direct_match
"ugijar, spain",Spain,direct_match
"uithoorn, the netherlands",Netherlands,direct_match
uk,United Kingdom,direct_match
"ulaanbaatar, mongolia",Mongolia,direct_match
ulladulla,Unknown,unknown_fallback_cache
"umina beach, australia",Australia,direct_match
"union territory of pondicherry, india",India,direct_match
united arab emirates,United Arab Emirates,direct_match
united kingdom,United Kingdom,direct_match
united states,United States,direct_match
"united, pennsylvania",Unknown,unknown_fallback_cache
"upper moutere, new zealand",New Zealand,direct_match
"uppsala, sweden",Sweden,direct_match
urbana,Unknown,unknown_fallback_cache
"urmston, united kingdom",United Kingdom,direct_match
"urunga, australia",Australia,direct_match
us,United States,direct_match
"utrecht province, the netherlands",Netherlands,direct_match
"utrecht, the netherlands",Netherlands,direct_match
"utsunomiya, japan",Japan,direct_match
uttar kashi,Unknown,unknown_fallback_cache
"uttoxeter, united kingdom",United Kingdom,direct_match
"uvaly, czech republic",Czechia,direct_match
"uxbridge, united kingdom",United Kingdom,direct_match
"vaassen, niederlande",Unknown,unknown_fallback_cache
"vadnais heights, minnesota",Unknown,unknown_fallback_cache
vadodara,Unknown,unknown_fallback_cache
"vadodara district, india",India,direct_match
"vadodara, india",India,direct_match
"vaduz, liechtenstein",Liechtenstein,direct_match
"val d isere, france",France,direct_match
"valen, norway",Norway,direct_match
"valence, france",France,direct_match
"valencia, spain",Spain,direct_match
"valencian community, spain",Spain,direct_match
"valley heights, australia",Australia,direct_match
vancouver,Unknown,unknown_fallback_cache
"vancouver coast and mountains, canada",Canada,direct_match
"vancouver island, canada",Canada,direct_match
"vancouver, canada",Canada,direct_match
"vancouver, wa",Unknown,unknown_fallback_cache
"vancouver, washington",Unknown,unknown_fallback_cache
"vanlose, denmark",Denmark,direct_match
"varca, india",India,direct_match
various,Unknown,unknown_fallback_cache
"varna, bulgaria",Bulgaria,direct_match
"vaslui, romania",Romania,direct_match
"vatican city, italy",Italy,direct_match
vavuniya,Unknown,unknown_fallback_cache
"veenendaal, the netherlands",Netherlands,direct_match
"vejle, denmark",Denmark,direct_match
"velika gorica, croatia",Croatia,direct_match
"vellore, india",India,direct_match
"venice, florida",Unknown,unknown_fallback_cache
"venice, italy",Italy,direct_match
"venlo, the netherlands",Netherlands,direct_match
"ventura, california",Unknown,unknown_fallback_cache
"verdals ren, nord-trondelag, norway",Norway,direct_match
"vermont, australia",Australia,direct_match
"vermont, usa",United States,direct_match
"vernon, canada",Canada,direct_match
"verona, italy",Italy,direct_match
"versailles, france",France,direct_match
"vevey, switzerland",Switzerland,direct_match
"vicenza, italy",Italy,direct_match
victoria bc,Unknown,unknown_fallback_cache
"victoria, australia",Australia,direct_match
"victoria, canada",Canada,direct_match
"victoria, seychelles",Seychelles,direct_match
vienna,Unknown,unknown_fallback_cache
"vienna region, austria",Austria,direct_match
"vienna, austria",Austria,direct_match
"vienna, virginia",Unknown,unknown_fallback_cache
"vientiane, laos",Lao People's Democratic Republic,direct_match
vietnam,Viet Nam,direct_match
"vila nova de gaia, portugal",Portugal,direct_match
"vila nova de santo andre, portugal",Portugal,direct_match
"villanueva de la canada, spain",Canada,direct_match
vilnius,Unknown,unknown_fallback_cache
"vilnius, lithuania",Lithuania,direct_match
"vilvoorde, belgium",Belgium,direct_match
"vinca, france",France,direct_match
"vineland, canada",Canada,direct_match
"vinkovci, croatia",Croatia,direct_match
virginia,Unknown,unknown_fallback_cache
"visakhapatnam, india",India,direct_match
"viviers, france",France,direct_match
"vogelenzang, the netherlands",Netherlands,direct_match
"vologda, russia",Unknown,unknown_fallback_cache
"voorburg, the netherlands",Netherlands,direct_match
"voorschoten, the netherlands",Netherlands,direct_match
"voronezh, russia",Unknown,unknown_fallback_cache
"vrhnika, slovenia",Slovenia,direct_match
"vrindavan, india",India,direct_match
wadduwa,Unknown,unknown_fallback_cache
"wadebridge, united kingdom",United Kingdom,direct_match
"wadhurst, united kingdom",United Kingdom,direct_match
"wageningen, the netherlands",Netherlands,direct_match
"waikato region, new zealand",New Zealand,direct_match
"waipiata, new zealand",New Zealand,direct_match
"wakefield, massachusetts",Unknown,unknown_fallback_cache
"wakefield, united kingdom",United Kingdom,direct_match
"waldbronn, deutschland",Unknown,unknown_fallback_cache
wales,United Kingdom,direct_match
wales uk,United Kingdom,direct_match
"wales, united kingdom",United Kingdom,direct_match
"wallasey, united kingdom",United Kingdom,direct_match
"wallingford, united kingdom",United Kingdom,direct_match
"wallington, surrey",Unknown,unknown_fallback_cache
"walsall, united kingdom",United Kingdom,direct_match
"wanaka, new zealand",New Zealand,direct_match
wangaratta,Unknown,unknown_fallback_cache
"ware, united kingdom",United Kingdom,direct_match
"wareham, united kingdom",United Kingdom,direct_match
"warfield, united kingdom",United Kingdom,direct_match
"warkworth, united kingdom",United Kingdom,direct_match
"warminster, united kingdom",United Kingdom,direct_match
"warragul, australia",Australia,direct_match
"warrington, united kingdom",United Kingdom,direct_match
"warrnambool, australia",Australia,direct_match
"warsaw, poland",Poland,direct_match
"warsaw, warszawa, poland",Poland,direct_match
"warwick, australia",Australia,direct_match
"warwick, united kingdom",United Kingdom,direct_match
"warwickshire, united kingdom",United Kingdom,direct_match
washington dc,Unknown,unknown_fallback_cache
"washington dc, district of columbia",Unknown,unknown_fallback_cache
"wassenaar, the netherlands",Netherlands,direct_match
"waterford, ireland",Ireland,direct_match
"waterloo, canada",Canada,direct_match
"waterlooville, united kingdom",United Kingdom,direct_match
"watford, united kingdom",United Kingdom,direct_match
"watlington, united kingdom",United Kingdom,direct_match
"wayne, new jersey",Jersey,direct_match
"weert, the netherlands",Netherlands,direct_match
"wellingborough, united kingdom",United Kingdom,direct_match
"wellington, new zealand",New Zealand,direct_match
"wellington, united kingdom",United Kingdom,direct_match
"wells, uk",United Kingdom,direct_match
"wells, united kingdom",United Kingdom,direct_match
"welwyn garden city, united kingdom",United Kingdom,direct_match
"welwyn, united kingdom",United Kingdom,direct_match
"wembley, united kingdom",United Kingdom,direct_match
"wendover, united kingdom",United Kingdom,direct_match
"wenduine, belgium",Belgium,direct_match
"wenzhou, china",China,direct_match
"werribee, australia",Australia,direct_match
"wesley chapel, florida",Unknown,unknown_fallback_cache
"west end, united kingdom",United Kingdom,direct_match
"west hartford, united states",United States,direct_match
"west malling, england, united kingdom",United Kingdom,direct_match
"west malling, united kingdom",United Kingdom,direct_match
"west midlands, united kingdom",United Kingdom,direct_match
"west molesey, united kingdom",United Kingdom,direct_match
"west palm beach, florida",Unknown,unknown_fallback_cache
"west stockholm, new york",Unknown,unknown_fallback_cache
"west sussex, united kingdom",United Kingdom,direct_match
"west vancouver, canada",Canada,direct_match
"west yorkshire, united kingdom",United Kingdom,direct_match
"westcliff-on-sea, united kingdom",United Kingdom,direct_match
"westerham, united kingdom",United Kingdom,direct_match
western australia,Australia,direct_match
"western australia, australia",Australia,direct_match
"western ireland, ireland",Ireland,direct_match
"western norway, norway",Norway,direct_match
"westhoughton, united kingdom",United Kingdom,direct_match
"westlake, south africa",South Africa,direct_match
weston super mare,Unknown,unknown_fallback_cache
"weston super mare, united kingdom",United Kingdom,direct_match
weston-super-mare,Unknown,unknown_fallback_cache
"westport, connecticut",Unknown,unknown_fallback_cache
"wetherby, united kingdom",United Kingdom,direct_match
"weymouth, united kingdom",United Kingdom,direct_match
"whangarei, new zealand",New Zealand,direct_match
"whistler, canada",Canada,direct_match
"whitchurch, united kingdom",United Kingdom,direct_match
"white plains, new york",Unknown,unknown_fallback_cache
"whitefish, montana",Unknown,unknown_fallback_cache
"whitehorse, canada",Canada,direct_match
"whitley bay, united kingdom",United Kingdom,direct_match
"whitstable, united kingdom",United Kingdom,direct_match
"wichita, kansas",Unknown,unknown_fallback_cache
"wickford, united kingdom",United Kingdom,direct_match
"wickham bishops, united kingdom",United Kingdom,direct_match
"wickham market, united kingdom",United Kingdom,direct_match
wien,Unknown,unknown_fallback_cache
wiesbaden,Unknown,unknown_fallback_cache
"wiesbaden, germany",Germany,direct_match
"wiggensbach, germany",Germany,direct_match
"wil, switzerland",Switzerland,direct_match
"willebroek, belgium",Belgium,direct_match
"wilmington, delaware",Unknown,unknown_fallback_cache
"wilmslow, united kingdom",United Kingdom,direct_match
"wiltshire, united kingdom",United Kingdom,direct_match
"wilyabrup, australia",Australia,direct_match
"wimborne minster, united kingdom",United Kingdom,direct_match
"winchcombe, united kingdom",United Kingdom,direct_match
"winchester, united kingdom",United Kingdom,direct_match
"windang, australia",Australia,direct_match
"windermere, united kingdom",United Kingdom,direct_match
"windhoek, namibia",Namibia,direct_match
"windsor and maidenhead, united kingdom",United Kingdom,direct_match
"windsor, canada",Canada,direct_match
"windsor, united kingdom",United Kingdom,direct_match
"wing, united kingdom",United Kingdom,direct_match
"wingfield, united kingdom",United Kingdom,direct_match
"winnipeg, canada",Canada,direct_match
"winshill, united kingdom",United Kingdom,direct_match
"winter park florida, united states",United States,direct_match
winterswijk,Unknown,unknown_fallback_cache
"winterthur, switzerland",Switzerland,direct_match
wirksworth,Unknown,unknown_fallback_cache
"wirksworth, united kingdom",United Kingdom,direct_match
wirral,Unknown,unknown_fallback_cache
"wirral, united kingdom",United Kingdom,direct_match
"witheridge, united kingdom",United Kingdom,direct_match
"withernsea, england, united kingdom",United Kingdom,direct_match
"witney, united kingdom",United Kingdom,direct_match
"woburn, massachusetts",Unknown,unknown_fallback_cache
"woking, united kingdom",United Kingdom,direct_match
"wokingham, united kingdom",United Kingdom,direct_match
"wolfenbuttel, germany",Germany,direct_match
wollongong,Unknown,unknown_fallback_cache
"wollongong, australia",Australia,direct_match
"wolverhampton, united kingdom",United Kingdom,direct_match
"wonga park, australia",Australia,direct_match
"woodbridge, australia",Australia,direct_match
"woodbridge, canada",Canada,direct_match
"woodbridge, united kingdom",United Kingdom,direct_match
"woodmere, ohio",Unknown,unknown_fallback_cache
"woodvale, australia",Australia,direct_match
"woolacombe, united kingdom",United Kingdom,direct_match
"woolgoolga, australia",Australia,direct_match
"worcester, massachusetts",Unknown,unknown_fallback_cache
"worcester, united kingdom",United Kingdom,direct_match
"worcestershire, united kingdom",United Kingdom,direct_match
"workington, united kingdom",United Kingdom,direct_match
"worksop, united kingdom",United Kingdom,direct_match
world,Unknown,unknown_fallback_cache
"worle, united kingdom",United Kingdom,direct_match
"wormer, the netherlands",Netherlands,direct_match
"worms, germany",Germany,direct_match
"worthing, united kingdom",United Kingdom,direct_match
"woy woy, australia",Australia,direct_match
"wrexham, united kingdom",United Kingdom,direct_match
"wroclaw, poland",Poland,direct_match
"wroxall, united kingdom",United Kingdom,direct_match
"wuppertal, germany",Germany,direct_match
"wurzburg, germany",Germany,direct_match
"wyndham, australia",Australia,direct_match
"xi an, china",China,direct_match
"xining, china",China,direct_match
"xuzhou, china",China,direct_match
"yalding, united kingdom",United Kingdom,direct_match
"yandina, australia",Australia,direct_match
"yangon rangoon, myanmar",Myanmar,direct_match
"yarm, united kingdom",United Kingdom,direct_match
"yarraville, australia",Australia,direct_match
"yate, united kingdom",United Kingdom,direct_match
"yazd, iran","Iran, Islamic Republic of",direct_match
"yekaterinburg, russia",Unknown,unknown_fallback_cache
"yeovil, united kingdom",United Kingdom,direct_match
"yeppoon, australia",Australia,direct_match
"yerevan, armenia",Armenia,direct_match
"yinnar, australia",Australia,direct_match
"ylojarvi, finland",Finland,direct_match
"yokohama, japan",Japan,direct_match
york,Unknown,unknown_fallback_cache
"york, maine",Unknown,unknown_fallback_cache
"york, u.k but sometimes india and sometimes austria and soon to be germany",Austria,direct_match
"york, united kingdom",United Kingdom,direct_match
yorks,Unknown,unknown_fallback_cache
yorkshire,Unknown,unknown_fallback_cache
"yorkshire, united kingdom",United Kingdom,direct_match
"young america, minnesota",Unknown,unknown_fallback_cache
"youngstown, ohio",Unknown,unknown_fallback_cache
z rich,Unknown,unknown_fallback_cache
"z rich, schweiz",Unknown,unknown_fallback_cache
"zaandam, noord-holland, netherlands",Netherlands,direct_match
"zagazig, egypt",Egypt,direct_match
"zagreb, croatia",Croatia,direct_match
"zanzibar archipelago, tanzania","Tanzania, United Republic of",direct_match
"zanzibar island, tanzania","Tanzania, United Republic of",direct_match
"zbiroh, czech republic",Czechia,direct_match
"zeewolde, the netherlands",Netherlands,direct_match
zhaoqing,Unknown,unknown_fallback_cache
zmir,Unknown,unknown_fallback_cache
"zoeterwoude, the netherlands",Netherlands,direct_match
"zollikerberg, switzerland",Switzerland,direct_match
"zoutleeuw, belgium",Belgium,direct_match
zuerich,Unknown,unknown_fallback_cache
"zug, switzerland",Switzerland,direct_match
"zurich, switzerland",Switzerland,direct_match
"zutphen, the netherlands",Netherlands,direct_match
"zwickau, germany",Germany,direct_match
"zwolle, the netherlands",Netherlands,direct_match
